PostId,Body
31754875,"Thanks David for your comment on my question.
I found the answer by myself. I used serial.WriteData(""o"",1);Here is the complete code of my main.cpp. Just in case it might be useful for others:"
31935263,"If I understood well, it should look like something like this:With size, the size of you're array (10 for you). You should initialize you're array with 0 or -1 to be sure.
However I don't know the difference between ansi C and embedded C. Maybe ""for(int i = ;...)"" doesn't work and you'll have to create the variable i just before.
Not sure if that's what you wanted."
32026716,"Now your code is ready to be compiled, at least in my machine I could compile with no errors."
32081593,"I see you're using NeoPixels! It just so happens that Adafruit has some great tutorials on using millis() and micros() for timing purposes instead of delay(). They also include good material on interrupts, if you're feeling ambitious and want to separate your timing from your main function entirely (a worthwhile undertaking, if you have the time and resources).Part 1 (basics of using millis()):https://learn.adafruit.com/multi-tasking-the-arduino-part-1/overviewPart 2 (introduces interrupts):https://learn.adafruit.com/multi-tasking-the-arduino-part-2/overviewPart 3 (puts everything together):https://learn.adafruit.com/multi-tasking-the-arduino-part-3/overviewAlright, I edited your code, adding in a loop that checks for both delay periods to be done using millis(). I attempted to stick to the variable naming conventions that you've been using, for easy readability. There were also some other issues with your code syntax that I cleaned up. Make sure to effectively comment your code so that it's understandable, for yourself and for others!Hopefully this works the way you want it to!This new code should work, I've tested it and it works as expected on my machine.As a side note, your original question was ""How can I replace delay() by millis()?"". This question has been answered both by myself and by the previous answer author, user3704293. In the future it may be helpful to separate your questions to get higher quality answers and to better serve those who are searching for answers to the same questions. Once your question is answered, as I hope this question is now, you should accept the answer that is the best for you.Let me know if it all works out!To have LEDs change independently of each other, replace the loop() function in the previous code with this one."
32597149,"Something like this?EDIT
Here are two more ways to do it. The first is simpler, using the switch statement, which is really just another way of doing if...else..A little more complex is by using an array of function pointers. If you want to pass arguments to the functions, you'll need to change the array declaration too. The drawback is that unless you have variadic functions, they must all have the same arguments."
3271018,"Yes, to send these numbers you have to first convert them to ASCII strings. If you are working with C, sprintf() is, IMO, the handiest way to do this conversion:[Added later: AAAGHH! I forgot that for ints/longs, the function's input argument wants to be unsigned. Likewise for the format string handed to sprintf(). So I changed it below. Sorry about my terrible oversight, which would have been a hard-to-find bug. Also, ulong makes it a little more general.]And similar for floats and doubles. The code doing the conversion has be known in advance. It has to be told - what kind of an entity it's converting, so you might end up with functions char *float2str( float float_num) and char *dbl2str( double dblnum).You'll get a NUL-terminated left-adjusted (no leading blanks or zeroes) character string out of the conversion.You can do the conversion anywhere/anyhow you like; these functions are just illustrations."
32988850,"Surprisingly this compiled in Visual Studio 2015.Well, a vector is just a handle. Its elements are stored in the heap. All the vector needs is a pointer to these elements in the heap (data), the current number of elements (size) and the maximum number of elements (capacity).
So if you grow/shrink the vector, the handle's size always remains the same and only the array in the heap will change.This works because this and myVect.data() are both pointers to vClass in the managed array. You don't need to divide by sizeof(vClass) because pointer arithmetics take into account the size of the type they point to.sizeof(vClass) == sizeof(int), when you increment, decrement or subtract pointers they move in blocks the same size of the pointed type so you don't have to explicitly increment a pointer with the right size. You do get the indices 0,1,2,... but in other words that would also mean 2 vClass'es would fit between this address and this address.When you try this with an array of vectors, each vector is contiguous in memory (each handle). But also, each vector points to its own array in the heap so each array is completely unrelated. But I don't know exactly what code you tested with so I won't comment on that.The this pointer, given that your vClass instances belong in the vector, is actually linked to the internal array of the vector and not to the vector handle itself.This works because your class is a POD-class. If you were to make a vector of pointers (each instance would be in unrelated addresses), or use a pointer to a base class (each instance in an unrelated address AND derived types would have different sizes), then this wouldn't work.Although this example works, I won't encourage you to do this (besides this only works because your vector is a global variable). You're moving from C to C++, and I understand old habits die hard, but avoid pointer arithmetics unless you really must use it.You can get the vector's size by (you got it right) calling the size() method, and if you need to know an element's index you will know when you iterate the vector. (There are other ways sure, but that's up to you)EDIT: About indices and iterationWhen you iterate arrays or vectors, you can iterate by index (among other forms of iteration). So obviously, each iteration you know one index,Which is basically what you did when you printed your vector.If you need to know a specific index without iterating (whether you need it to erase an element, or direct access, etc), you can, for example, have a separate container with relevant indices, or store it in the object as an ID, like,Then when you push elements into the vector you can set their IDs and they will know their index. Of course, you have to update the indices yourself if you sort the vector. They won't ""auto-update"" like when you used the pointers, but your instances had to know exactly which container they were in and had to use implementation details to find their index (specifically for vectors), and contained objects shouldn't need to do that.As I said there are many solutions to this. It depends on what you want to do."
33260205,"With a dynamic flat array in pure C and then alloc the 3D array
The array size is double each time needed
You can set the first size with the define:as said in my comment the format is strange ;. should be . and the final ;. should be removedI add test to check if next line as the same size than the first one.output:"
33265128,"i hope you saved the last post, this is an update to the last one, it handle 2D arrays as requested. hope you find it useful, if so send me a postcard :) "
33325411,"I wrote the following code for PCF8591 using a C language.
This cord work fine.And you can use analogRead()."
33395761,"There are quite a few issues with this code.  There are probably other things that I have missed, but that should give you a starting point.  It looks like you have created a lot of code without testing to see if any of it worked.  I would recommend taking this a step at a time... code one logical block and see if it works before you move on to coding your next idea.  It may seem like it takes more time but, in the end, it is usually a much faster way to program.Another suggestion that I would make is to define variables within the function in which you use them.  Making all of your variables ""global"" like you have done is not a good way to write code.  For example:Note the use of the keyword static.  This will ensure that the value stored in number will not go away when the function ends.  In other words, the value will still be there the next time the loop() function is called.Finally, if I had to guess at what you were trying to accomplish, I would think your code should look a little more like this.  It appears as though you were trying out different things so I left a number of code snippets in there from your original code that don't actually do anything:"
33453961,on arduino using the time library github.com/PaulStoffregen/Time
33570151,"Also doing an Arduino project here...
Everybody on the internet seems to insist it's impossible to do this...
and yet the oldest trick in the book seems to work just fine with null terminated arrays...example for char pointer:magic..."
33693995,"Ok, if I understood correctly you want a function that1) you call once and it resets the counter
2) you call successively and tells you how much time passed
3) you can reset sometimesIf so, you have to ask yourself ""how can I reset the timer?"". IMHO the best solution is using a flag passed to the function.And... avoid using the millis function twice ;)And, BTW, I think you want to perform an action just once when you receive the serial data, so move the switch inside the test...Here is a sample:EDIT:Ok, then you want a ""stoppable"" stopwatch. What I suggest you is to detach the update from the serial interface, so you always have updated values. Or at least that's the way my head works :PI modified some things. You shouldHere is the code:"
34113238,"You can declare a packed struct to hold these two values:But to send it as two bytes, you'll need to either (1) ""union"" it with a two-byte array:(The struct is anonymous when nested in this union; the union has the name.)Or (2) cast a pointer to the struct to a pointer to bytes:They both print the hexadecimal value of the bytes: 0x02 and 0xC8.  800 is 0x320, shifted left by 6 bits is 0xC800.To send this to the PC, you may want to start with a special character sequence and finish with a checksum of some sort (Fletcher checksum is easy).  Then it's easy to throw away garbage characters and know when there are transmission errors."
34470137,"First of all, I agree with @Thomas Padron-McCarthy. Sending character string instead of a byte array(11 bytes instead of 3 bytes, and the parsing process) is wouldsimply be waste of resources. On the other hand, the approach you should follow depends on your sender:If it's periodic you can check in the time period of the messages. If not, you need to check the messages before the buffer is full.
If you think printable encoding is not suitable for you somehow; In any case i would add an checksum to the message. Let's say you have fixed size message structure:Now, you should check every 4 byte (the size of MyMessage) in a sliding window fashion if it is valid or not:If It's not a fixed size, it gets complicated. But i'm guessing you don't need to hear that for this case.EDIT (2) 
I've striked out this edit upon comments.
One last thing, i would use a circular buffer. First add the received bytes into the buffer, then check the bytes in that buffer. EDIT (3)
I gave thought on comments. I see the point of printable encoded messages. I guess my problem is working in a military company. We don't have printable encoded ""fire"" arguments here :) There are a lot of messages come and go all the time and decoding/encoding printable encoded messages would be waste of time. Also we use hardwares which usually has very small messages with bitfields. I accept that it could be more easy to examine/understand a printable message.Hope it helps,
Gokhan."
34503416,"You have methods apparently being created within the constructor, which is not correct. Each should be its own method, such as:Consider your code snippet within the constructor:This is actually being treated as a call to the function ledOn followed by a block containing the digitalWrite call, both of which are perfectly valid (other than the fact there is no ledOn function being defined, of course, something you'd no doubt discover at link time if you could get past the compile errors).The particular compile error that's preventing this is your attempted definition:As stated, this is actually more of a call to ledStrobe and unfortunately it's not a valid one since you're not supposed to provide the data types in the call (it would normally be ledStrobe(time);).So that's where the first error comes from. The second is because, since you're not actually defining a function receiving the time parameter, the code that uses it is complaining that it doesn't exist.Defining the methods correctly should fix both those issues, and that can be done with something like:"
34582497,"Sorry for the trouble, it turns out I was misusing the EEPROM.get function, and the problem wasn't my macro at all. The EEPROM library get() method is defined: https://github.com/arduino/ArduinoCore-avr/blob/master/libraries/EEPROM/src/EEPROM.h#L130, and the documentation here: https://www.arduino.cc/en/Reference/EEPROMGet.  I was simply missing the 2nd argument, accidentally using this:...instead of this:Here are 2 solutions I came up with that work.  -I prefer this method. It turns out the word ""inline"" in this case is optional, and makes no difference.
-This method makes my program 7610 bytes, with 472 bytes used for global variables. It takes 162 bytes less memory than option 2 below.-I prefer the above method.
-This method takes 7772 bytes for program space, and 472 bytes for global variables. It takes 162 bytes more than the above method.Thanks for everyone's help!  See @Chris A's answer here.Yet again I have failed to fully read the documentation. The EEPROM library Put function documentation here (https://github.com/arduino/Arduino/tree/master/hardware/arduino/avr/libraries/EEPROM) says, ""This function uses the update method to write its data, and therefore only rewrites changed cells."" Therefore, my update code is redundant. I just need to use the ""put"" function as-is. Refer to the EEPROM library's author's (Chris A) answer here too. So, I've learned a lot, and here's my final answer:"
34597599,"Pass-by-value:Pass-by-reference:Passing a pointer is similar to pass-by-reference, with some differences outlined here.The code you've written for testVal will perform manipulations on a copy of kd. This is not what you want.For small structs, the speed of pass-by-value and pass-by-reference will be similar. However, the memory footprint will be very different. Passing-by-value will make copies each time something is passed, which will take a lot of memory.There are likely optimizations because copies are being made instead of actual changes to the passed-in object that the compiler is making for you. This is done, however, at the cost of an incorrect algorithm.After passing-by-values, the changes will not be reflected in kd that is passed in. The pointers' changes will be reflected and will be correct."
34682045,"In your question - 
1. Plugin p = new Plugin();
2. Plugin o = OneWirePlugin(ONEWIRE_PIN);Below example will help .Run on IDE
Object slicing happens when a derived class object is assigned to a base class object, additional attributes of a derived class object are sliced off to form the base class object."
34812896,Declare the A::run method as static .The following compiles and executes correctly.Hope this helps out.
34959006,String to Long Arduino IDE:
3497740,"You say the function is returning a char, but yet you try to return a char* (the reference to the array).  So you either need to change the function to be a char*, or you need to return an actual char.  Also, you return a reference to memory that is no longer valid, you need to either malloc on the heap, or pass in the pointer to be filled with the function call.Edit: Further clarificationAll of these are pointers to arrays of type uint8 or char.This is regular data.This next line declares a pointer to an array of chars that has 8 elements.  This probably isn't what you want.  The sizeof macro is evaluating to 4 because that is the size of a pointer (compile and run the program below).  Also you need to change this to char * long_s = malloc(sizeof(uri) + sizeof(key));  Dont forget to free it later.This returns the pointer to the array that you just filled, not an actual char.These next lines should just be char * newURI = combine(key, uri);Edit: Try this out:"
35024024,"Here is an example using plain C (gcc):And this is the result:If speed is an issue, you can do the following optimisation:"
35025402,"Yet another way, without unions:
(Assuming byte = unsigned char)"
35033032,Try this which can help you
35033831,Try this code.
35484971,"The SHT31 uses 16bit read and write, rather than using 2 8bit writes you might be better off using wiringpi's 16bit write. wiringPiI2CWriteReg16(). Same thing applies to the read.Below is a very early copy of what I've done to read the sht31-d on a PI. It has no dependencies except i2c-dev.   Heater enable/disable is not working, but softreset, clearstatus, getserial & get temp/humid are all fine."
35530101,Your mistake most likely is to use == comparison instead of = assignment.Usage:
35759510,"Assuming that channelList is null-terminated, and that _channelList is supposed to be a class member, you could try this:Unless I'm missing something, that should take a C-style int array of any size, and copy it into _channelList.  If the passed array is larger than _channelList, it may cause issues.  If possible, you would be better off using a std::array if the size is predetermined, or a std::vector if it isn't.If the size is fixed:This should allow you to get the functionality you want.  [Note that you can also use the above delegation, true_type, and false_type constructors to fill C-style arrays as well as std::arrays, if you need to use them.]If the size isn't fixed:As a vector's length can be changed at runtime, we can use vector::assign to allocate space and store the entirety of channelList.Regardless of whether _channelList is stored as a C array, std::array, or std::vector, it's relatively easy to define getters and setters.Getter (entire thing):Note that to my knowledge, a C-style array returned in this manner must be stored in a reference variable.Getter (single element):You can define a setter for the entire thing using the constructors above.  I would suggest using std::fill() to erase the contents of _channelList first, then copying the new array into _channelList.  You can define a setter for single elements using the single-element getter as a basis.Setter (entire thing):Setter (single element):Note that this answer assumes that channelList is null-terminated, as it appears to be.  If channelList isn't null-terminated, but you want to stop filling _channelList at the first null element, then you'll have to do a bit more work, likely using your while loop.You can find working examples of most of the above here.  It's a bit of a mess, since it's just a quick program I used to test various things while typing up this answer.[My apologies for any typoes and/or errors I may have missed.  I believe I caught them, but there may still be some there.][Edit: Added a note about using fixed-size template constructors with C arrays.  Added the C++11 trailing return type way of returning a reference to an array.  Added a simple, working example.]
[Edit: Added an additional single-element setter for a vector.]"
35768838,"Justin Time's answer is the correct way to implement this in C++ (using arrays and vectors natively handled by C++)I just have to add this solution, which is the correct way to implement what you tried to do in C (i.e. using char arrays).There are two problems in your codeThere are two solutions here. The first one is to give _channelList a fixed MAXIMUM size (maximum means that if the passed channelList is shorter you will get a shorter list, ok, but the allocated memory will still be the maximum one).The second method dynamically allocates the memory for the array. You should, however, dispose it when you are done with the object (in the destructor). This means that if you create the Node variable you are ok (for instance, Node mynode;). If, however, you dynamically allocate it (with Node *p_mynode = new Node(); you will need to call a delete on it when you are done.Note, however, that if the malloc fails you will have a NULL pointer. In theory it should not fail, unless you run out of ram...Just one more thing. Using a 0-terminated int array is not a good idea, because if you have something like this { 15, 3, 0, 5, 10 } and then the terminator you will just get the first two numbers. It would be MUCH better to explicitely tell the array size (and save it in the object)"
35843096,You should initialize your base class in your constructor.
36174060,"The above code doesn't make any sense, Arduino or not. (Bear in mind Arduino uses C++).You are trying to define arrays _lPins and _cPins which have lengths _x, _y, _z which are uninitialized. A class has to have a fixed size, so that when you instantiate it, the compiler knows how much memory to allocate it (before calling the constructor). How can it allocate memory for unknown sized arrays?(Edited to add)I think StackOverflow has a constructive answers policy. Please do give a solution if you think I did something wrong (which is why I am here).I'm interested to know why you accept an answer which says ""Your code: ... is wrong."" but take offence at mine. The accepted answer posts no solution code, just some guidelines.This code of yours, not in the class definition, also makes the same mistake:That also generates an error. You can't declare a static array like that, with bounds of x, _y, _z where x, _y, _z are not constants. The array won't redefine its length in the future when you change x, _y, _z.In your constructor you are passing as an argument, a name _x which is also a class variable.C++ doesn't let you assign arrays like this:You have a lot of errors, not just one, eg.You really should go through and clean them all up. Likewise, IIRC, new and delete are also not provided on your platform Actually the Arduino provides new and delete, as well as malloc and free.I'm trying to be constructive, but there is no one-line fix. A rework is needed, sorry to tell you. And you might want to do some C++ tutorials. The code you are writing (although I can see what you are trying to do) is you hoping that the language works in a certain way, when it just doesn't.Below is a possible way of allocating the pin structures in the constructor, based on supplied array sizes. I don't think this is a great implementation, but at least it works. The showPins function shows that the data has been correctly retained.Output:"
36190693,"The answer to the question really depends on what is receiving the data being sent by the Serial class.If it's human eyes reading, then you apparently are looking to actually print a decimal number.If you are trying to pass it to another program who will reassemble two or more messages into a 64bit number, that's a different problem.But if it's for a human to read, from the arduino forums comes this example sketch on how to print a long longhttp://forum.arduino.cc/index.php?topic=58697.msg422207#msg422207EDIT
The observation in the comments that the modulus of 1,000,000,000 (a billion) can be used instead of 1,000,000 (a million) to allow a larger range is correct. But since an unsigned 64 bit number can represent up to 18446744073709551615, that is still more than 18 times a billion squared.   So even a modulus of a billion isn't perfect, After dividing by a billion, the result will not fit into a 32 bit integer.  A billion billion can fit into a 60 bit number[ACADEMIC ANNEX because the question does not seem to be coming off hold ]Three ways it can be done, geared more to look how, rather than optimized
The third one is probably good enough to be a real answerWarning:  None of these have been tried on an actual Arduino"
36205031,"The idea is to create a wrapper for function that will call said function when the object destructs. That way I can for example ensure some cleanup happens after exiting some function.The code you are trying to use seems like something that has been a little over thought, or at least tailored to some other specific uses. For the quote above, here is how I would accomplish the task using lambdas and simple functions.Now the calls can be as custom as you like, and the implementation stays nice and simple:"
36208035,Hoping this helps
36270201,"Duplicate of this.References can only be initialized, not changed.  To use it in the constructor like you have shown means that the reference member has to be initialized in the constructor:"
36435715,You can use macro to do that combined with stringify preprocessor:I hope this helps :)
36561669,"Danger Danger, you're returning a pointer to a local variable, Binary, that is on the stack, once the function returns it is out of scope and no longer valid.  This will cause weirdness, it will work some times and then it will stop working, don't do it!See Can a local variable's memory be accessed outside its scope?You need to pass in the storage.eg.On a ""real"" computer with an operating system there are many more memory management options than on a little arduino.  You could allocation from the heap and use something fancy like an auto_ptr to manage it (see What is a smart pointer and when should I use one?).This just isn't possible on something as small as an arduino.   You could however allocate it as a static.  This isn't appropriate for a fancy computer because it is not re-entrant and thus not thread safe.  Static allocation is done at program linking or startup and persistent across calls."
36691088,And more shorter convert:And than for get uint64_t from unsigned char buffer:
36744053,"_client is a reference to Client object. Unlike a pointer, you cannot change where the reference ""points to"". So you have to initialize it with a value. In your constructor you don't initialize your _client variable, but you try to assign it a value. Thats is why you get an error error: uninitialized reference member 'web::_client'To initialize a reference you have to use initialize list in the constructor. Here is a simplified version, that also uses just one constructor, since you don't have to have both overloads.Then you can create a web object:I suggest you read about references and pointers if you want to use them effectively. Otherwise you will continually have problems with them."
37332650,"I would revisit your design. I would do it like following:Implementation of my::unique_ptr and my::make_unique is left as an excercise, since it is trivial.Explanation - do not keep the references to something you do not really want to own. Instead, construct the proper implementation and keep it."
37333268,"If you want to construct the ntp_client with an r-value reference (i.e. a temporary) you need to give the temporary somewhere to live.The logical place would be inside the ntp_client, or something derived from it.This starts to argue for a factory function that makes either an ntp_client with an encapsulated wifi or ethernet UDP, or a reference to one. Is it possible to do this without using smart pointers or templates?yes, but templates make it easier with less typing..."
37410779,You can define a struct for the message and then define a matrix of that struct.Example:The best is to add requested signal status for each message:
37424512,"If you need only a sensor for all instances of motorIR, I suppose that it could be a static member of the class.Or a static variable in a static method; like thisYou can use it in this wayp.s.: caution: not testedp.s.2: sorry for my bad English--- EDIT ---The error is ""'NECIRrcv' does not name a type"" or ""'NECIRrcs' does not name a type""?In my example I've written, by mistake ""NECIRrcs"" instead of ""NECIRrcv""; sorry.About your need to begin() only one time the sensor, you can modify the getSensor() method in this wayCaution: not tested."
37425426,"I loved the idea of declaring the object NECIRrcv::sensor as part of class motorIR though, but trying to define NECIRrcv sensor(4) anywhere in motorIR.h leads to error: 'NECIRrcv' does not name a type; so it would be interesting to solve this problem in order to be able to implement @max66 's idea (or eve just to figure out why motorIR.h doesn't recognize NECIRrcv properly).In spite of that, I think I've run into an alternative solution: using an extern object (as it's described here).It can be implemented as it follows:In NECIRrcv header:In motorIR source file:"
37585008,Just shift 0 or 1 to its position in binary format :) Example 2. But is not tested!
37673354,"As your function is taking a pointer you'll need to get the address of root before you pass it. This is done using the & (addressof) operator.However, you should use a reference, then your code will be a bit simpler, and also look a lot cleaner (no addressof and no dereferenced pointers)."
38708913,"C++ does not support runtime sized arrays. Therefore if you do not know at compile time what size of memory you will need an array is the wrong tool for the job. I would instead suggest having your object contain only a pointer, and then use new to dynamically allocate the data block based on some runtime value.Note the following code is just to demonstrate the idea expressed above and is not tested, and probably does not compile.If on the other hand, the size is known at compile time, but you dont wish to edit the header file every time you need to change the size you could instead use a template class, these allow users to provide compile time parameters when they use the class. For example:The class can then be created with a custom size known at compile time as follows:"
39354052,"the following code should work: it prints ""1"". "
39667998,"The compiler is complaining about the lineYou cannot use the = operator to assign the contents of an array; an array expression may not be the target of an assignment operation.  Also, the result of getACOfNumber is an int *, which is not the same type as int [100].  This could work if you declared receivedNumbers asIn that case you're assigning a pointer to a pointer, which should work.  But, you have another problem:This will not do what you expect.  Once the getACOfNumber function exits, theArray no longer exists - the pointer you return is no longer valid.  IMO, your best bet is to pass the array as a parameter to getACOfNumber and update it directly in the function:"
39841866,Try to put SerialPort.Open() in try-catch block and call the SerialPort.Close() method after sending data:
39855376,Here is working codes....Thank you...............
39867143,"As pointed by @KIIV, it's better to specify Route directly inside the declaration of routingTable. As an alternative solution, you could redefined the struct Route toIn this way, reading both URI and function address from flash can be done by single call to memcpy_P. The complete codes:"
40093486,"Expanding on what KIIV suggested, you could possibly do something like this:"
40451154,"First, I think you left out some key information: it looks like you must be using an Arduino board with a 16-bit int type (e.g., Arduino Uno).The problem here is how integer promotion works in C and C++. When you cast a 16-bit signed integer literal, 1<<15, to a 32-bit unsigned integer literal, it will take the following steps:I don't have a 16-bit machine sitting around to test this on, but I can duplicate the same behavior on my 64-bit laptop with this test program:So you can see in this program, it's not the >> operation that's doing the unwanted sign extension, but rather the cast from a 32-bit signed integer to a 64-bit unsigned integer, because the cast actually acts like this:int32_t → int64_t → uint64_tIf you want to avoid the extra sign extensions, you should either start with an unsigned literal (as Some programmer dude suggested in his comment), or make a cast to the same-width unsigned type. Any of these should work:"
40623487,"Kevin's done an excellent job at explaining what the syntax error you got means and how to tackle it.In addition to that I'd like to point out an issue I spotted in Simon's question as well:float inByte = port.read();According to Serial's documentaiton on read():Returns a number between 0 and 255 for the next byte that's waiting in the buffer. Returns -1 if there is no byte, although this should be avoided by first cheacking available() to see if data is available.There are couple of issues:I recommend double checking if the data is displayed correctly in Arduino's Serial Monitor first. If it is, close Serial Monitor (as you can open a single connection to a serial port at a time), then run your Arduino code.You can also take advantage of this one weird trick: Arduino already knows what serial port and baud rate you're using and saves this as a preference (so you don't have to select the port every single time you restart it). This is actually stored in a Java Properties format that you can easily parse in Processing. You can easily find the location to this file from the Arduino Preferences panel:
Here's a basic sketch that tries to read the serial port name and baud rate from Arduino preferences then read a string and print it to the console (while trying to handle some errors):On the pragmatic side, you can always type in the port name and baud rate as you configure it in Arduino manually, just remember to double check the syntax, in your case:e.g.as Kevin pointed out"
40713161,"Try this: Edit: I just edited displaying of voltage, because value was int. But principe would be same."
41075677,"You need to use PROGMEM directly. The F() macro is code that requires a function.You can then cast the char pointer to a __FlashStringHelper* when needed.Oh, and the above is how you could do it if FS is a global variable, like your example. If it was a local variable, the F() macro could be used."
41080636,Awesome thanks for your help.  It turns out the way I want my code written Im using global variables.  I also want to pass the string as an argment rather than defining a separate variable.I ended up taking a different approach where I store the information into PROGMEM in the object constructor.  This has the needed effect of storing the data into PROGMEM and saving SRAM.
41272703,yes red and blue channels are reversed you have to process the buffer:
41430662,"it seems like a destructor's problem,I post a an implementation based on your code ..This is my result with your main:"
41650473,"You have to split it. You already know (or you should) that an int16 has, well, 16 bits (so it takes two bytes to store it).Now very small digression about endianness. With endianness you mean the order of the bytes when stored. For instance, if you have the value 0x1234, you can either store it as 0x12 0x34 (big endian) or as 0x34 0x12 (little endian).I don't know what language you use, so... Normally in C++ you do something like this:This sends in big endian format. If you prefer the little endian one, writeA simpler version can beIn the first case you know the endianness of the transmission (it is little or big according to how you code), in the second it depends on the architecture and/or the compiler.In JavaScript you can use this:and then send this new array. Credits go to this answerWhen you receive it, you will have to do one of these three things to convert itThe last method is the most error-prone, since you have to know what endianness uses the compiler and it has to match the sendong one.If the endianness mismatches you will receive what you think are ""random"" numbers. It is really easily debugged, though. For instance, you send the value 156 (hexadecimal 0x9C), and receive the 39936 (hexadecimal 0x9C00). See? The bytes are inverted. Another example: sending 8942 (hex 0x22EE) and receiving 60962 (hex 0xEE22).Just to finish, I think you are going to have problems with this, because sometimes you will not receive the bytes ""in one block"", but separated. For instance, when you send 1 123 555 (in hex and, for instance, big endian this will be six bytes, particularly 00 01 00 7B 02 2B) you may get a call to SimbleeBLE_onReceive with just 3 or 4 bytes, then receive the others. So you will have to define a sort of protocol to mark the start and/or end of the packet, and accumulate the bytes in a buffer until ready to process them all."
41724363,"You should factor out a separate QObject class that performs communications, and connect other classes to it.A well designed system will never have a UI class own and use a serial port directly. See e.g. this answer for an idea how to separate the communications and the UI.Let's see what transformations you could do to your code. At present you might have something similar to the below:The serial-port using functionality is spread across the UI classes, coupling them very tightly with the port. Let's fix that by factoring out the port operations:Finally, if you're tired of passing the controller around explicitly, we can implement a method akin to QCoreApplication::instance to get access to the unique controller instance:"
41754745,"I don't understand why do you convert the bitset to string. Just access it's elements directly.You could also go with bit shifting, that's the most low level way of doing this:If you're going with bitset, I'd recommend that you keep the bitset instead of using bool* because in bitsets, every bit actually occupies one bit, whereas bool is eight bits large at least.Finally, here's some test code I made for that, you can use it to do benchmarks:"
41764142,That's specifically what the function call operator is for.
41868368,"how to split char c into two separate integer variables?You can use the strtok() function to split a string (and specify the delimiter to use), like this :NOTE : If, generally speaking about such a problem to solve in c and not in arduino, you do not know for sure that you will have only two elements in nums, you should use dynamic memory allocation (read more about it here), and modify your code like this :"
42388182,"You have two Problems:First you hooked your ""for loop"" for the green color in(!) the for loop for the Blue color. Based on the fact that the loops running infinite you only loop through the second for loop.The second Problem (perhaps not a problem, but the reason why you don't see Blue) is your initialization of the blueVariable as 0.
If you run the first time, you write the value 0 to the PWM Pin. After that you change the variable, but do not write to the PWM Pin, because you get stuck in your ""infinite green Loop"".Btw, like said in the comments from Michael, you should change the 255 to 8 AND in your array you should change the last value (256) to 255 because the 8bit PWM means 256 values from 0-255.Example:"
43286729,"You don't need to put everything into a class.  I think using a class for the lights is overkill.In my experience, a functions are used to process the light pins and they all would take a pin enum.  Unless you have a huge amount of pins to set up, a loop may not be worthwhile.  Unrolling the loop may increase the programs efficiency:Initialization usually only occurs once, so optimization is usually not warranted.  If need to use classes, I suggest one class that models a single light.  Every light has an associated pin.You can have a container of lights (such as array):  An advantage to this model is that your program can be in terms of lights and not worry about pins."
43418731,"While I was trying to understand your question I realized what you needed was more than a single variable. You needed a class, this is because you wished to have a string that represents the hex code to be printed out and also the number itself in the form of an unsigned 16 bit integer, which I deduced would be something like unsigned short int. So I created a class that did all this for you named hexset (I got the idea from bitset), here:I assume you'll probably want to do some operator overloading to make it so you can add and subtract from this number or assign new numbers or do any kind of mathematical or bit shift operation."
43455977,"I found answer to my own problem. I used this time c++ to organize it in class (very poor one because it doesn't handle any errors and doesn't use c++ in the most..) Here is the code : This is more of a ripoff from ""Serial programming HOW TO"" : http://tldp.org/HOWTO/Serial-Programming-HOWTO/ (form the example code..)And here is the new poor arduino code :"
4359039,"I'll try the following:Or, even better, use a STL vector instead ..."
4359054,"Your code as I'm writing this:The declaration of _intArray is not valid C++: a raw array needs to have a size specified at compile time.You can instead instead use a std::vector:Note 1: some compilers may allow your original code as a language extension, in order to support the ""struct hack"" (that's a C technique that's not necessary in C++).Note 2: I've changed the name of your member. Generally underscores at the start of names can be problematic because they may conflict with names from the C++ implementation.Cheers & hth.,"
4359061,You should really use vectors as others have suggested. A work-around could be as shown (in case you do not want to use memcpy or a loop).This would be useful if you have a really huge array. Note that it would add a level of indirection to access the array.
