PostId,Body
28138,"You have to define a new enum type:without typedef your Dir is just static enum variable, it can't be used to define other vars."
28613,"Personally I wouldn't be putting too much effort into optimizing away your timers. millis() is pretty fast - the work needed to calculate the result is done in the background anyway (by interrupts). I tried some test code:Results:You can see that the digitalWrite() (which you weren't worried about) takes 5.2 µs, whereas calling millis() (which you were worried about) takes 1.88 µs.Are millis() and micros() timing patterns using more operations (setting value to variable, computing the difference between 2 values and than comparing it to a period you have set) instead of decrementing and comparing to zero with my pattern?Yes, just adding one to a variable and then comparing will be faster. Whether it is worth the effort is debatable."
29060,Another way is to declare a function. This method will give you more chance of using it in various ways.
29137,"KennetRunner already explained what is wrong with your code. Here I will
try to give advice on the proper way to implement the automatic door.First thing is to get rid of delay(). While your program is inside a
call to delay(), it can do nothing but wait until the delay is over.
This is acceptable if the program has only one single task to perform,
like blinking an LED. As soon as you have two tasks, delay() is a
nuisance because it blocks all the tasks.Case in hand: after keeping the door open for one minute, your program
would close it, irrespective of whether there is someone in the way. It
could not see the person come because it was busy delaying the closing
of the door.The standard way to get rid of delay() is to never wait inside
loop(). Instead, if there is something to do right now, do it; if
not, just don't do it, but do not wait. Pseudo-code:You would use the millis() function to know when the time has
come to do some task, as explained in the Blink Without Delay
Arduino tutorial. This is really the second tutorial every Arduino user
should read, right after learning how to blink an LED.Next, you have to learn how to implement a finite state machine. I
recommend the Finite State Machine tutorial by Majenko,
a regular contributor to this site.Your problem can be very naturally mapped into a machine with four
states: CLOSED, OPENING, OPEN and CLOSING. You then write the rules
about what to do in each state, and when to transition to another state.
For example:A few things to note here:And here is my proposed implementation. Warning: not tested. As
usual with FSMs, it is based on a big switch/case statement going
through all the possible states. However, to avoid repeating rules, I
factored the “if there is someone, start OPENING” rule out of the
switch. I also folded “if there is someone, reset the timer” into the
same rule."
29140,"Ok, thanks to the responses in this thread, I believe I have the solved the problem. There is a problem using sizeof(char*) when passing through arrays, so I used strlen(char*) instead. This code properly stores the messages of various sizes coming off of Serial3 and correctly compares them to the expected responses. The F() macro in Arduino is very useful in keeping the buffer free and, in general, I use it to print constants during debugging."
29644,"Generating a linear frequency ramp with accurate timings is not an easy
task. I am providing here only a partial answer, where I first go
through the math of the problem, then give some ideas for the
implementation.We are dealing with a frequency-modulated signal, with the frequency
ramping linearly from f = 0 at t = 0 up to a
maximum f = fM at
t = tM. Specifically, we have
fM = 48 kHz and
tM = 10 s.
Then, the instantaneous frequency isf(t) = a twhere a = fM/tM = 4.8
kHz/s is the “acceleration” of the pulsed signal.Let's define the “integrated frequency” asn(t) = ∫ f(t) dt = a t²/2This quantity can be interpreted as the number of cycles completed at
time t, except that it is a continuous variable. The first cycle
starts when n = 0 and ends when n = 1, the next
cycle starts when n = 1 and ends when n = 2, and
so on. The output signal would be high when the fractional part of n
is between 0.25 and 0.75 (or maybe between 0 and 0.5, depending on your
choice of initial phase).From here, we can calculate at what time each cycle should start:t(n) = √(2 n/a)and, by successive differences, the length of each cycle:In the table above, all times are in microseconds. The lines are:The columns are staggered because each cycles spans the duration between
two successive values of t, and duration differences are computed
between successive cycles. The approximated formula is based on the
Taylor expansion:T(n+1) − T(n) ≈ dT/dn + 1/2 d²T/dn² = −aT³(1 − 3/2 aT²)where T = 1/f, the instantaneous period, approximates the
length of one cycle. The approximation is not good for the very first
cycles, but it converges pretty fast to the correct value.I did not write an implementation, so I am giving here only some ideas
on how to do it.I would use Timer 1 of the Arduino Uno, in one of the modes that allows
frequency-modulation, i.e. a PWM mode where the counter TOP is set by a
register (mode 8, 9, 10, 11, 14 or 15). I would set the prescaler to 8
in order to allow for the maximum required period length. The period
resolution would then be:It could be noted that single-cycle resolution is possible with the
prescaler set to 1, but the first 5 cycles are too long for this
setting. Maybe the prescaler could be changed after the fifth cycle, but
it would be tricky to do so without any glitch.The timer overflow interrupt would fire at the end of each cycle, and
it's ISR (namely TIMER1_OVF_vect) would be responsible for updating
the timer period in order to make the next cycle shorter than the one
just elapsed. It would do something likeThe period should be computed with 32-bit arithmetic, because the
changes get tiny by the end of the ramp. Only the 16 most
significant bits of the computed period would actually be written to the
timer register. The delta() function should be inlined and fast. I may
try the approximation from the previous section implemented in
fixed-point. Or maybe just a table lookup using only the most
significant bits of the period as an index, with the table in PROGMEM.For details on how to actually program the timer, see
the datasheet of the ATmega328P, section 16.Update: The following algorithm seems to work well. At least in
simulation, I did not put it inside an ISR. It assumes fast PWM, i.e. a
0.5 µs timer resolution. It remembers the current value of delta
and divides it by 2 each time the period falls below some threshold. The
computed f(t) is almost as smooth as you can expect given the
limited resolution of the timer."
30335,It is pretty easy to send data with the help of NodeJS. Here i attach the code.
30354,"There is code inside the standard library that loops waiting for certain interrupts to complete transmission. If the transmission fails in the middle it can hang.See my page about I2C. On that page I mention that there is an alternative library. That is written a bit differently so it times out if the transmission doesn't complete in time. An alternative download to the library is here - I2C_Rev5.zip - 6.6 KB.As hinted by KIIV in a comment, maybe you don't have pull-up resistors. Make sure that you have pull-up resistors from both SDA and SCL to the +5V line. A reasonable value would be 4.7k (each).would like a few more examples to show a similar setup to replace my current requestFromBorrowed from my page about I2C I am using the same slave code as on that page.The above code responds to requests to send one of:The master from my page was this:The beginTransmission() ... write() ... endTransmission() have been replaced by simply write() and the requestFrom() by read() like this:"
30709,"It's likely the problems are in your code somewhere; but not enough information is available to say for sure.   Your first step toward debugging the problem probably should be taking any ESP-12e issues out of the mix.  At the beginning of getNtpTime() temporarily add something like return 1477897101UL + millis()/1000; to get a sync-time that advances at the correct rate and is repeatable for testing.  If the display suddenly begins updating smoothly, look for problems in your time code, else in the display code.The technique of duplicating a whole bunch of individualPixels[116]=1; lines (with different pixel numbers) is crude, tedious, verbose, error-prone, inflexible, etc.  You might instead create some arrays and use a loop to set pixel data.  For example:You could also create an array of addresses of number-data arrays, to get rid of the crude, tedious (etc.) switch/case statements in print_numbers().  For example:If your matrix is logically organized, all of the 1's in R0 are at constant offsets from the 1's in L0 (for example, 12 more), and similarly for other digits.  If that's the case, you could modify loadDigit() to take a second parameter, offset, which indicates where to place the digit in the matrix, ie, tells loadDigit() how much to add via a statement like individualPixels[offset+pixelList[j]] = 1;.  Then you could leave out the R0 ... R9 arrays (and digitsR[] as well) and use code like the following:A drawback to using const byte arrays like L0 ... L9 and R0 ... R9 is that when your program starts they get copied from PROGMEM into RAM for access.  It would make sense to declare them in PROGMEM, and use them directly from PROGMEM by appropriate changes.  [Edit: See example program, below]Note, a string of 224 WS2812B units takes about 6.7 ms to update:  224 units x 24 bits x 1.25 μs/bit.  Each time you update your matrix of lights, the millis() counter, timer0_millis, will lose 5 or 6 ms because pixels.show() runs with interrupts turned off.  To compensate, you could add 5 to timer0_millis after each update.  To make the loss always be 5 ms instead of sometimes 5 and sometimes 6, add the following code just before pixels.show():  unsigned long now=millis(); while (now==millis());, which will stall until the end of the current millisecond.  To see how to change timer0_millis, see the  “Better Alternative” section of my answer to “How to keep accurate millis() while using ADC_sleep mode?”.I'd remove the pixels.show() call from turnOff() because you will (I think) always be calling pixels.show() shortly after that, after loading number images, to turn on a bunch of other pixels.  That is, clear the array, fill the necessary 1's, then show, without a show between clearing and filling.Following is an example program that illustrates storing a constant array of bytes in PROGMEM, and accessing its entries via pgm_read_byte() calls."
31109,I wrote a simple sketch to read a KY-040 encoder with an Arduino UNO (or nano) board and to display the output in the Arduino IDE serial plotter (CTRL + SHIFT + L).Here is the pinout:Here is a screenshot of the output in the serial plotter:Here is the picture of a project I am doing now (you need only the Arduino and the encoder for the sketch to work):And here is the code :
31263,"You need to keep track of multiple WiFiClients - declare an array of them, for example, and each time server.available() gives you a new one, store it in the array.Then you need to make sure your code doesn't stick waiting for data from each item.  You could service each WifiClient in turn: if it has data waiting (client[i].available() is true), read the data (client[i].read()) and store it. When you get a \r from a client, you know you have a whole line, and you can process it.Here's a nearly-complete (but untested) example so you can see what I'm talking about.  Naturally it's not the only way to do it."
31422,You can use it using bubble sort algorithm (which is most simple but inefficient)    
31506,"||-----PWM Register Explanation-----||It will be easier to explain with an example.
Here is a sample of Timer setup on ATMega2560 (assuming that is the one you use due to the tag ""Arduino-mega"") based on  datasheet section 20 : 8-bit Timer/Counter2 with PWM and Asynchronous :Operation:COM2A1, COM2A0 set the Timer2A on non-inverting mode, and COM2B1, COM2B0 set the Timer2B on inverting mode. OCR2A and OCR2B is the duty cycle value of PWM. Because timer2 is 8 bit, so the value is ranging from 0-255. Its also the answer to your questionHow i can program the MCU to generate PWM signals ?PWM Signal frequency is defined by its duty cycle :  Duty cycle of Timer2x = (OCR2x/255)*100%for example :Timer2A will work on 39.2% duty cycle and OCR2B will also work on 39.2% duty cycle. What? Because Timer2B works on inverted mode (100%-60.8%) ==> 39.2%     ||-----PWM topic closed here-------||I've seen several people losing several hair while trying to control analog servo without manually  (well, some even move to Arduino only because of its servo libs).
You can check this Servo Library which is (maybe) the most common library used to control servo using Arduino (which also mentioned in @st2000 answer).
But, it will be better if you also post a detail about your ""motorservo"". At first I though it was a motor DC (by its PWM - Dir configuration). ||-----Additional-----------------------||
In your while(1), there are several if that can be optimalized by using simple if-else if-.. statement. So this one would be better (also minimalized ""bug"" chance) :--EDIT--
After reading several page of the PDF, I assume you have to make your own library (not Arduino). Perhaps this will give you something : "
31790,"Since you're using a Grove Display, I believe it will be using I2C.For better debugging, try using the actual I2C pins on your Pro mini, which are A4 and A5.I2C: A4 (SDA) and A5 (SCL). Support I2C (TWI) communication using the
  Wire library.
  https://www.arduino.cc/en/Main/ArduinoBoardProMiniI2C may need pull-up resistors on your data lines.(https://en.wikipedia.org/wiki/I%C2%B2C)It can also be nice to use ""verified to be working"" code, like example code from the manufacturer.You will need to adapt the pin numbers.But after these steps it should work just fine.Source: http://wiki.seeed.cc/Grove-4-Digit_Display/"
31796,You can use 2d Array for this and send all data at once in 5 Sec. It Read all 3 Axis data each 100Ms and make a matrix of 50 X 3 = 150 Values and then Print it in Serial Port. You can use this in your code to send data to server in desirable format. 
31798,"All,My Arduino is not reading interrupts across the interrupt pin:I am getting a high of 1.456V and a low 1.07V through the interrupt pin 2... But the pulses counter still remain 0....Any idea why?"
32272,"There are a few issues in your code.First, you have if (ARD_ESP.available() > 0) to check if the data arrived but what is going to happen if the data still haven't arrived? Instead of waiting for the data to arrive the program will continue through the loop and it will send a request every 10 seconds even if there is no data.Second, you initialized previousMillis to zero. You should initialize it to millis() so you can count from the present moment in time.Third, in the loop where you are reading the input:when something arrives, you are reading it twice so the second read indata = ARD_ESP.read(); gets -1 (no data available) when there is less than two chars in the buffer. Even if you sent more than one character there is no time for new data to arrive in the buffer and even if there is more than one character you miss every second one because of the 1st read.Fourth, you cannot send the number greater than 255 (one byte) with mySerial.write(randnum); because write() sends only one byte. And even if you could in a such way send more than one byte, you cannot display these bytes as a string representing the number. You could send all bytes using:but, as I said, these bytes are not a string representing the number contained in a variable. For example, if randnum = 1000, that is 0xe8, 0x03 and ""1000"" is 0x31, 0x30, 0x30, 0x30. 0x31 is ASCII for 1 and 0x30 is ASCII for 0.So, you have a lot of things to improve.EDIT:
Try this, I don't have a time to check the code but it should work:EDIT:
Unfortunately I don't have Arduino (I've even never had one :-)) so you'll have to try the code and report back if it works. I have a few ESP8266s but they are all logging some data at the moment.Now for the ESP8266 code:You have at least two choices when deciding how to read the data. The first choice would be 'your way', something like:The second way could be:There is a significant difference between these two ways of reading the incoming data. When reading the data as in the first example then in every pass through the loop you either read or don't read exactly one byte. Since there is a possibility 10 seconds will pass before we received some data, there has to be a check if the data in the meantime arrived or not. If there was some data then every 10 seconds everything received until that moment would be sent - even if that was in the middle of the string. You probably don't want to send just one part of the string to the server.In the second example there is a while loop waiting for the data from serial port. When the data arrives there is another while loop to read all bytes one by one. Without delay the loop would end before receiving the second and all subsequent bytes so the received string would be cut in 1-character chunks. Now, when the whole string is received, we don't have to check if something arrived because we already know it did.I've left 10 seconds delay between sending the GET requests but you have to decide if that is what you really want. You have to be aware that if the next data arrive in between sending the GET requests, the next string (number) will be concatenated with the previous one - and you do not want that to happen because such data wouldn't be meaningful. To avoid concatenation of the new with the old data, you have to remove if which is checking millis() to send the received data immediately.Note:
As I said, I can't test the code so I cannot guarantee it is 100% error free but you can check if it works so I can correct the mistakes if there are any."
32358,"Even without the real code, I think the problem is with the function First::Second().You need to understand what happens in C++ when values are passed as parameters.  The are passed by value by default, this means a COPY of the value is passed into the function, you can modify the parameter all you like but when you return those changes are lost.There are two exceptions to this, the first is pointers.  When you pass in a pointer you can modify what is pointed to but you still can't modify the pointer, because that is a copy.  If you want to modify the pointer then you need a pointer to a pointer int** ptr_to_ptr.The other exception is a reference.  In this case the function can modify the parent function's variable.  This is more efficient in terms of memory.So you have:So why it is First::Second() causing the problem?  Well the same rules apply to return values as to parameters and you are returning a copy of the value widget so you then modify that copy and then dispose of it.  So this is what you need to fix the problem.EDIT : Its not clear in the preceding text but you don't need getSecond() to return a reference if you are not altering the value of widget so getDouble() will return the expected value because it is working form a copy of the original and not storing any changes.  However update() will not work as expected because the result of getSecond() goes out of scope (gets disposed of) once the call is complete.  The changes its made are not save to the original because it is working on a copy."
32575,"I have a page about rotary encoders - in that I show how you can detect encoder changes (and direction) using one interrupt pin and another pin, like this:In the main loop you just need to test the boolean fired to see if the encoder changed, and up to see if it went up (otherwise it went down).I receive random of these values ...I think with your code you need to detect a change - that is, if the encoder pin is now HIGH but was previously LOW.The problem is I am working on four encoders ...I have reworked my code to use pin-change interrupts instead of external interrupts.The code is general enough to handle 1 to x encoders (eg. 10 encoders) - within reason! You need to have 2 pins spare per encoder (the third pin goes to ground). One of the pins needs to be capable of pin-change interrupts (on the Uno that is all of them).The code sets up to detect an interrupt on the ""A"" side of the encoder and tests the value on the ""B"" side to see if it was turned clockwise or counter-clockwise.I am getting results like this (with 2 encoders connected):The other two are showing as ""1"" (that is, not turned yet)."
33039,"You are assuming that Serial.readString() will magically know how long a string you meant to send, and wait until it's all there.  It doesn't guarantee that.If your PC uses Linux or Mac, you can use Serial.readStringUntil('\n'), which will read until a line end, and send on<ENTER> as your command.If you use Windows, the line endings are \r\n so it's a bit more awkward.  Build up your string piece by piece, perhapsBrief description of how it works:The string SerialInput starts empty.  We do the following repeatedly:"
33317,I took your code and did a bit of an edit. You had some useless variables and you where redefining DUMPTIME and LOT in a wierd way. I also define some of your constants as #define's because thats the way you should always do it.A different version with a BUTflag variable to keep track of the button press and release. I have not dealt with the DUMPTIME variable but hopefully this will give you an idea of how to use flags so the logic doesn't fail.
33584,"The following code was from a rejected suggested edit, by an anonymous user, to the original post. See also Rejected edit results in loss of constructive code modification.I have reproduced the code here - it may be of some use to someone:"
33809,"Perhaps the easiest way to take in at least 10 readings before beginning to output results is to set a counter to 10 and count it down, as illustrated in following code.As hinted at in a comment to the question, declaring all your variables volatile isn't necessary.  You should declare variables that are shared between threads, or between an ISR and loop(), volatile, but to declare other variables as volatile is in general a coding-style error that will confuse whoever maintains the code.  Spurious volatile declarations also may increase code size slightly, as it prevents one-time evaluation of expressions that are used exactly the same way multiple times, and it prevents code motion like moving constant expressions out of loops.The following code rewrites severak parts of your sketch.  It uses some pointer arithmetic to avoid the tedious assignments and shifting found in your code.  It removes several extraneous casts because many of the type promotions and conversions coerced by your casts happen automatically anyway.  This code has not been tested; if it has problems, please point them out and I'll edit accordingly."
33834,"The only issue in your code is due to the delay in the pin control. You can solve it this way:So you turn on the output, then after 20ms you turn it off.There are just a couple of things not clear for me. What is the last picture? What are the yellow and pink traces? Why is it not behaving correctly? What are the readings on the serial interface?And most important... What is the time scale? Is it really 10ms/div?"
34070,"Your problem is that you are basically saying ""while the pin is HIGH toggle the relay"" rather than ""When, and only when, the pin transitions from LOW to HIGH do I toggle the relay"".To do that you must remember what state the pin was in during the last iteration:"
34514,"If you have in your constructor this:then you are trying to assign something into the element at position [16][4]. Thats why it's telling you cannot convert '' to 'uint8_t {aka
  unsigned char}'Anyway - you don't even need that second dimension. You can use binary representation like  0b00001000 ...And if you'll think about previous line, you don't even need any array, you can do it with simple counter value and getting its bits.However if you want to rely on this array, the constructor should look like:(maybe one more {} enclosure, I'm not sure right now exactly)EDIT: I'd go this way (if you need only one or two instances):"
35257,"You start out with a variable named Tare initialized to zero float Tare = 0.0; put in a conditional like if (millis() > 2000 & Tare == 0.0) Tare = voltage; and always report voltage - Tare. If you want to make it smarter, add a button for tare and maybe if you have a calibration weight, add a button for calibrating."
36005,"Read the analog input and store it, continuously. If the switch is off, also write the value to the ""freeze"" value:This doesn't take into account possible bouncing of the switch. That may or may not matter depending on the actual rate of sampling the analog input and what you intend to do with the frozen output, as the switch bouncing will be shorter than human perception but long enough (10s of msec, perhaps) for the MCU to notice and react to changes."
36078,"Edgar answers your first question about String and printing very nicely.  Majenko also has a nice description here of the pitfalls.Regarding your second question about GPS/efficiency/speed:NeoGPS has a FIFO of fixes, unlike other libraries.  This avoids ""sampling"" the GPS at some rate defined by millis().  The Arduino crystal is not as accurate as the atomic GPS clock, so your logging rate should be based off a fix becoming available, at exactly one per second.  Your sketch will ""drift"" against the GPS updates, losing a fix periodically (depending on the accuracty of the crystal).2.  Perhaps the single greatest improvement you could achieve is NOT to use SoftwareSerial.  It is very inefficient, because it disables interrupts for long periods of time.  At 9600, it disables interrupts for 1ms while each character from the GPS device is received.  The Arduino could have executed ~10000 instructions during that time, but instead it twiddles its thumbs while waiting exclusively for each bit of a byte to arrive... -_-Instead, you should use AltSoftSerial, as you have connected the GPS device to the required pins, 8 & 9.  If you were using two other pins, you could have used my NeoSWSerial.  Both of these libraries are much, much more efficient than SoftwareSerial.3.  If you want evenly-spaced MPU samples, put the device in the FIFO mode.  It will write the selected registers into a FIFO at a selected sampling time.  This also gives you a little flexibility in reading the sample: you just have to read it before the 1024-byte FIFO fills up.4.  You are using an old version of the SD library.  I strongly suggest that you use the latest SdFat library.  It has many improvements and bug fixes.5.  Some SD cards will occasionally take a longer time to write.  The 47ms write time is not unusual.  In fact, 100ms is fairly common.  As long as the MPU FIFO does not overflow during this time, you will not lose any MPU samples.If you find that an SD write occasionally causes the FIFO to overflow, you may have to modify the SDFat library to call a yield function while it's waiting for the write to complete.  This yield function can read from the FIFO during that time, saving the samples into an Arduino RAM area.6.  I would recommend that you close the logFile when some event occurs.  Perhaps a button press?  You can use the LED to indicate that logging is active or inactive.  You could also watch for inactivity for some period of time (no speed, MPU zero values).
Your original sketch used 24114 bytes of program space and 1690 bytes of RAM.
The NeoGPS version uses 21198 bytes of program space and 1400 bytes of RAM, a significant savings.Minor points:"
36134,"I think @Mazaryk was correct, HSV is the way to go for this.  RGB's 16+ million colors include brightness, and some of them just won't display on the strip, so I found a way to at least better fade thru:"
36480,"hello @kaisar Great you have not mentioned which flow sensor are you using. I am assuming that you are using flow sensor YF-S201 or YF-S401(Hall Effect).You have to do Little calculation for measuring water flow.
In order to measure the quantity of water being passed in particular time through the water flow sensor it was first passed through the water flow sensor which was taken as input interface in the flow. Formulas are applied in order to measure the number of rotations/pulses in a minute of rotation.Here I have determined flow rate by change in velocity of water. Velocity depends on the pressure that forces the through pipelines. As the pipe’s cross-sectional area is known and remains constant, the average velocity is an indication of the flow rate. The basis relationship for determining the liquid’s flow rate in such cases isQ=VxA, where Q is flow rate/total flow of water through the pipe, V is average velocity of the flow and A is the cross-sectional area of the pipeCalibration Factor = The hall-effect flow sensor outputs pulses per second per litre/minute of flow.(check your datasheet) here I have taken 4.5.Flow Rate(litres/minute) = ((1000.0 / Total time) x Pulse Count) / calibration FactorFlow Rate(MilliLitres/Second) = (Flow Rate / 60) x 1000There you have to calculate the total water flow in a given time by adding flow rate for each second.
There after you have check your set point value(400ml)..if condition satisfied you you can turn off your Solenoid valve.and the code is"
37340,"You don't need to revert to sending single bytes. Line oriented
protocols work well with both Arduino and Node.js. The only difficulty
is that you have to decide what line terminators you want to use, and
then consistently use them.I tend to use CR for the PC → Arduino stream and CRLF for Arduino
→ PC. Using different line terminators is kind of odd, but this
convention plays well with terminal emulators: the emulator usually
sends CR when you hit <Enter>, and expects CRLF in return. Also,
Arduino's Print::println() sends CRLF.Here is a simple test demonstrating this convention. Node.js side:Notice the different line terminators in readline() and write().The Arduino side:Here you may notice that Arduino has no equivalent of
parsers.readline(), so I had to implement it (comparing the incoming
character to '\r'). Note that explicit buffering of the incoming
message is a standard way of handling line-oriented protocols on
Arduino. Stream::readString() does not work well for this purpose, as
it waits for incoming bytes until it times out.
Stream::readStringUntil() may work better, but I prefer to avoid it
just because it returns a String, which relies on heap allocation."
37714,"There are some good answers here but I wanted to add a method which hasn't been mentioned yet, one very well suited to computing trigonometric functions on embedded systems, and that's the CORDIC technique
Wiki Entry Here It can compute trig functions using only shifts and adds and a small look-up table.Here's a crude example in C. In effect, it implements the C libraries' atan2() function using CORDIC (i.e. find an angle given two orthogonal components.) It uses floating point, but can be adapted for use with fixed-point arithmetic.But try the native Arduino trig functions first - they might be fast enough anyway."
37727,"First of all your question is so basic it means you didn't spend any time to look any example out there, not even after Majenko has clearly pointed out you can find the answer to your question in the many examples out there.Once that is clear here follow the code you are looking for, but using it as it is without knowing what you are doing is not going to help you. Not to mention not many will be willing to help somebody with the attitude you are demonstrating."
38542,"My original answer was probably over-kill....Just keep track of how many leds are lit:Then, on button press, increase the count:Then to turn the leds off with the other button press:------------------------- Original answerThere are a few ways to do it. One way would be to use a bitmask. I would write a function to turn the leds on/offThen, on button press, set the mask:Then to turn the leds off with the other button press:"
38754,"Thank you gilhad and Jot for your time, I really appreciate it. However, my best friend who happens to be an electric guru as far as I am concerned, proposed an ever more elegant solution to this multi-tasking problem. 
He proposed to use timer settings in the void setup, like this:So the portion in void setup:rotates the step motor WITHOUT any code in the void loop, void loop is only used to change the rotation direction of the motor by using the buttons that I incorporated (GO_PIN_L and GO_PIN_R) and to measure the acceleration with the accelerometer.I hope this helps to anyone that might have similar problems.
Kind regards,Luka"
39514,"First of all, that way of writing the displays is quite horrible to me ;) Better to use a matrix (and, please, no ints for small variables like pin numbers, and make them constant). This is the code fixed with these improvements:You can further improve it by not having seven variables but only an array to iterate over, but .. ok, let's keep this.Ok, now you want to do a ""slow movement"". In order to do this you can use a variable to track the current position, and let it move towards the target value once every XX ms. This is the approach used, for instance, in CNCs and 3d printers movements.The delayBetweenMovement constant makes a delay between the readings. With this method, if you quickly turn it to 9 and then to 0 you will not arrive to 9. For instance you put a 9, the display starts doing 0..1..2..3, then you switch to 0 and the count will not reach 9, but start going back to 0. Reaching 9 will require some more structures; if you need it ask and I'll make some modificationsEDIT: as requested, here is a version that can memoryze up to 20 states and reproduce them. If you need them just increase the FIFO size.Note: I haven't tested these programs. In the other two I was pretty confident I hadn't made any major bug, but this one is a bit more complicated. There can be some bugs left.."
3954,I fixed my problem by changing my sketch to this:And also by changing my webpage to this:I also include the zepto.min.js Javascript file.
3978,"There are two problems. 1) you are trying to have the Arduino's single UART talk to both the SIM900 and the PC. 2) disp needs to be an array of char's, as to compare for words phrases.Try the following. It implements a 2nd Soft serial port to which you can connect the SIM900. Along with building an array char at a time."
39841,In this piece of code you have a strange mix of upper bounds:The first looks correct at 3.  The second loop has an upper bound of sizeof(int) which is 2.  The third loop seems to be sizeof(char) which is 1.Unfortunately non of those values match up with the results you are getting.  What I would try is refactoring whats inside you function to this.And then call it to populate your values:
40174,"There are, obviously, a great number of ways that this can be achieved. The simple brute force way would be to have a series of if statements, looking for a sequence of eight consecutive 0s and/or 1s, and loop through the string containing the response.Or you could loop through the response, using strcmp(), similar to what is described here: how to do like a grep in a sketch?However, a more intelligent method would be to use pattern matching and regular expressions.From New regular expression library released, Nick has provided a Regexp library. It uses Lua for the expression syntax, see string.find, for more details.I am still playing with this code, but your sketch would need something like this:This code assumes that you are looking for a line beginning with < and captures an eight digit binary thereafter - as determined by the expression within the inner (), in the line:So, it should output:Obviously, instead of just outputting the captured binary digits to the serial monitor, you need to save them for your relay control.For neatness, you could replacewith Note the use of the backslashes at the ends of the lines. I've included them here, in order to get the test sketch to compile. You probably will not need them as you would be receiving the response from the server, and not providing an example string for testing.Here is a working version, along with multiple test strings (input_str) and example match strings (match_str):For the match_str line,you may or may not need the caret (^) to match at the start of the line, and the [\n]* or [\n]?. See which combination works for you."
40316,Finally got the solution. My method of capturing Serial string data is a little bit faulty. And also remove maximum strings and try to declare maximum local variables And use ArduinoJson library for parsing the data.This is my modified code:I'm also trying to capture response as char array but not able to capture it. Please guide me about that otherwise this one string may not cause any heap fragmentation. I am so glad if someone helps me out for this.
41863,This works 
42974,"Summary: I tested @noospy project (with some modifications) and it works flawlessly. I had to rename Button.h to ButtonM.h due name conflict with another button library. Also, I'm using new version U8g2, so I had to change some types and eliminate some calls. Finally, I used the I2C version of the OLED screen.This is my adapted code:HardwareSo, I don't know what your problem is, but your code is impecable."
43486,I think this should work fine:
43561,"I've looked through your code and can't see anything obvious that is causing the problem, so I have refactored it a bit in the hope that the problem becomes more obvious.What I have tried to do is to reduce the number of lines of code.  If there are less lines then there should be less bugs :)You used a bool to record the on off state, I changed that to an enumeration because that adds a bit of clarity, and when working with mains voltages I like things being clear.I changed your while loop into a for loop, I think it looks cleaner.  This was also the reason I changed your if statements into a switch statement.The guts of the if statements have been removed and placed in a function ChangeRelay(), it returns the new state of leds or lights.  I could have gone with a reference to make state an in out parameter, but decided a return was simpler.ClapCount() and GetVolts() are relatively unchanged apart from a bit of const'ing of variables to make things easier to read.  Also you might have noticed I, j and N have all been removed, because single letter variable names are my nemesis, who knows what q means and why r and t are being added to it to make z?ControlRelay lets you route all you relay switching through one function, if there was a copy and paste bug in your code (which I don't think there was) then they will either all work or not work now.There is a big difference between ""my"" code and yours, you won't be able to switch both on at the same time because the switch statement won't let you.  So in a way you problem is solved.  If you really wanted to you could add:"
43565,"The three 255 values for RGB colour space  (255^3) is 16,581,375 colours. These include for brightness level.  The reason you're experiencing brightness issues is not to due with your arduino board but, with the RGB color space.  And by breathing, and i'm guessing here, that you are trying to transition thru RGB:You may have more success or find it easier to use a HSL or HSV colour space. HSV uses Hue, Saturation and Value instead of RGB. FastLED has optimized it's implementation of HSV to use a 0-255 addressing for Hue (instead of 360), keeping it fast for animations run on microcontrollers:https://github.com/FastLED/FastLED/wiki/FastLED-HSV-Colorshere is a similar effect using the HSV color spectrum:"
43628,These values mostly come when you are unable to communicate with any UART device on proper baud rate. Best is to change the baud rate of ESP8266 from dafault 115200 to 9600 using And then use the regular program. And you will get what you want. 
43738,"IEEE 754 is the specification for floating point values. Integers aren't floating point values so this function of yours can have nothing to do with integers.On an Arduino (8-bit):To convert 4 bytes into a long you can use:An int value is just the lower two bytes of the same kind of conversion:You can use the same method (albeit backwards) to get the bytes to put in your payload:You can also use the same technique as your existing function with different datatypes, since all you care about is the byte content not the format or meaning of the bits within it:"
43901,"From network, seems to me, it is not that easy to find the right answer of the maximum value of micros() of my own arduino boards, too.
In my case, seems that micros() rolls over about every 17 seconds.
Finally, I wrote the Setup() for myself to catch 0x1111111 as the maximum value of micros() as follows."
